Id,redfin_url,redfin_value,status,fetched_at
12337658,https://www.redfin.com/MI/Birmingham/1965-Webster-St-48009/home/61260027,1046741,ok,2026-05-25T17:00:18.4778169Z
12430131,https://www.redfin.com/MI/Birmingham/2494-Pembroke-Rd-48009/home/61178163,483111,ok,2026-05-25T17:00:20.9015107Z
12433205,https://www.redfin.com/MI/Birmingham/1929-Hazel-St-48009/home/59327709,1048111,ok,2026-05-25T17:00:24.4073175Z
12435892,https://www.redfin.com/MI/Birmingham/1407-Cole-St-48009/home/61141688,995994,ok,2026-05-25T17:00:26.2795941Z
12458325,https://www.redfin.com/MI/Birmingham/1037-Floyd-St-48009/home/59329110,1120713,ok,2026-05-25T17:00:30.1098558Z
12665180,https://www.redfin.com/MI/Birmingham/1122-Latham-St-48009/home/61249516,973249,ok,2026-05-25T17:00:31.6297342Z
12669826,https://www.redfin.com/MI/Birmingham/1990-Birmingham-Blvd-48009/home/61241847,551145,ok,2026-05-25T17:00:35.7050024Z
12669888,https://www.redfin.com/MI/Birmingham/591-Catalpa-Dr-48009/home/61177490,2386184,ok,2026-05-25T17:00:37.1179967Z
12784374,https://www.redfin.com/MI/Birmingham/286-Pleasant-St-48009/home/61258218,914694,ok,2026-05-25T17:00:41.1871488Z
12784875,https://www.redfin.com/MI/Birmingham/937-Smith-Ave-48009/home/59328397,853488,ok,2026-05-25T17:00:42.6614541Z
12835285,https://www.redfin.com/MI/Birmingham/2092-Yorkshire-Rd-48009/home/61215787,537058,ok,2026-05-25T17:00:46.5946815Z
12838816,https://www.redfin.com/MI/Birmingham/1749-E-Maple-Rd-48009/home/61166155,2617,ok,2026-05-25T17:00:47.7910981Z
12844904,https://www.redfin.com/MI/Birmingham/2008-Pembroke-Rd-48009/home/99214233,777610,ok,2026-05-25T17:00:51.9219748Z
12844905,https://www.redfin.com/MI/Birmingham/1115-Buckingham-Ave-48009/home/61256123,1258863,ok,2026-05-25T17:00:53.4180048Z
12872465,https://www.redfin.com/MI/Birmingham/1448-Webster-St-48009/home/61255197,960997,ok,2026-05-25T17:00:57.4019995Z
12872580,https://www.redfin.com/MI/Birmingham/1860-Pine-St-48009/home/61254586,1514281,ok,2026-05-25T17:00:58.7468910Z
12876301,https://www.redfin.com/MI/Birmingham/2400-Devon-Ln-48009/home/61258148,861032,ok,2026-05-25T17:01:03.2089139Z
12876316,https://www.redfin.com/MI/Birmingham/2435-Devon-Ln-48009/home/61258582,1688394,ok,2026-05-25T17:01:04.7007155Z
